ID,TopConfigs
tile:xla:82dc7e30761044b1b81065bc2f87de2d,136;180;308;324;322
tile:xla:3d8a7cb3c1fec9dd8174e57bcdeb9fda,913;776;50;438;377
tile:xla:d58ebbf05cbe69c64da650ad3f59ca33,48;98;108;132;157
tile:xla:ccb67f40decf5925c6aeb4b618fbe5f6,22;32;42;2;33
tile:xla:6c18c36456ce2a174edd44fdda67c8f9,336;45;60;112;421
tile:xla:750b2acb1e9e7e6884ff6de304c3aba0,330;7257;2295;2516;1471
tile:xla:b33abc6bdac6068f71711aa602e2e67e,565;611;102;129;257
tile:xla:8cf99ce519d3c8b4caf7f4193c8274eb,1;3;0;2;0
tile:xla:08bf844bda28efb17644fe3fb7fcc082,525;638;308;408;414
tile:xla:0dda1d26ec2609bec11ef9661f529bfb,76;63;95;162;8
tile:xla:009743ae0b7421c0ba735134e658d70e,3421;8299;3652;7355;5412
tile:xla:ee69241cd985c70b9f501b52f2faa93b,531;497;282;361;485
tile:xla:7919bdd46ca6fb290d95262e5995c887,46;17;190;195;385
tile:xla:61dd0e5cb964bf0652acd33ad198f807,28;24;90;197;560
tile:xla:81a65b7017decc0354a9b50059f7adc7,53;29;63;101;116
tile:xla:4184b887f2a686c9a91887945c51acfb,97;106;101;35;4
tile:xla:75de5e5d350e56a396ffdd6d9af6a688,0;1;16;5;13
tile:xla:afb7c615db1c81f7095dc59b73a74ca4,60;72;123;100;122
tile:xla:869688872e9d89187310045c67179092,2095;2800;7205;1870;1955
tile:xla:dc225ff8bdc136704fa674082fe72739,128;181;243;212;328
tile:xla:c166245d156bde1c8d06c0d45f697166,16;6;45;19;5
tile:xla:522ccab615d5de8f414bd5925197567b,6216;5492;4282;4352;5220
tile:xla:0ec5369adfde7c2b8e52d97990becee8,5287;1290;3993;3644;3337
tile:xla:6d623120471a6053403133d841230306,101;238;517;606;679
tile:xla:ebd5d766ac8f299ba747f6e902467c99,0;5;4;2;1
tile:xla:83a54b8a7ad6d129d69376159805511c,1;4;2;0;3
tile:xla:a339a67fb37faed0626a6e92c906ccc7,129;124;30;132;121
tile:xla:a72b5eb39ca70e33ff4d77e2d0c51fa3,8410;8780;7570;5648;7417
tile:xla:e66e236ccfa70ffe8c9f1d90f5663f97,3409;8092;8992;5453;7908
tile:xla:4a83877309d26f07bb672721dd2bd77c,1400;1497;165;230;878
tile:xla:1c63a1f85ddf97b1a930e59131d16268,2948;3716;2182;3909;4052
tile:xla:1c7513cc82b31f114c944a323d3cbf1a,112;359;364;379;911
tile:xla:81b4c6d73839899566bb9f93fc341202,117;43;131;26;88
tile:xla:7061e6843205019f4f92813eea0198b5,28;19;30;4;2
tile:xla:0d23832b4d6670db056226014176e4af,291;189;3350;3393;3392
tile:xla:835261328abad8b95b573234d74288ef,80;28;54;10;22
tile:xla:430a05305209f9f8800c38f3169c15c4,662;1378;508;881;702
tile:xla:86ac77f23900b55fd677fbec0d587bcc,47;172;231;338;861
tile:xla:e5436068a3dde90c06a776f079cabbb3,251;1701;997;1294;1900
tile:xla:c045d006aacbc85138e062a6c42ce6e5,275;27;77;451;149
tile:xla:14847f95e52bfa2da0565e4f05eadd0e,8;18;10;1;21
tile:xla:61d0da767f037a0caead3fda27ff6324,177;131;18;52;20
tile:xla:f6df03bc54472cd0e1b085a71e7896d4,36;8;32;2;47
tile:xla:0803ae2b827a5a92e8b2b80312e2350a,6;3;0;5;1
tile:xla:a60824d7bc2507d903f1bd11c1f61dbe,93;108;66;105;27
tile:xla:7d314295403544719fc8fb837cd3a953,267;342;370;575;589
tile:xla:37b7d74cb126b977f23e3f9453c76ad0,234;8762;420;987;2552
tile:xla:23ae65ba7fa1aded3115510359cffe05,191;162;80;368;275
tile:xla:5201beb9ca1b4e99bfe7ec6dd6f0721c,68;7;12;4;15
tile:xla:75121ad778d92722504f620c4c108f45,510;1042;58;922;284
tile:xla:3ad7a21fdfc9fce79d2b9c3f83397989,282;375;880;1010;679
tile:xla:6ba9ef6d9007dd30f738cd0fa4eabcbc,60;266;155;161;231
tile:xla:2c7065047d5eaa8630b03ada2f3d2385,1288;60;324;612;639
tile:xla:7c143a542021d00b377b764bace2720a,7;15;18;25;6
tile:xla:ddc1aaf828be051f5bc8dc263c74e793,380;32;359;9;518
tile:xla:3adf87c46a1ebabd78d94fd6210b0bc0,89;495;203;282;176
tile:xla:8fdfa4e9964fd267d5864d0de8400c62,0;20;40;78;90
tile:xla:ed9eb04a4b0dfa5e698aa948a2ebc6d2,5;7;78;81;156
tile:xla:9e415e5c28d02523eff60d25ed59ce3c,266;252;710;29;581
tile:xla:463612ff30619335fe0af213c53b262d,33;63;59;0;29
tile:xla:162728365ee29c87c0c949d8d835736a,243;107;0;8;73
tile:xla:da98893151bc1b4537de652cff81e34b,661;240;680;707;19
tile:xla:d808bfc70bbedc6be8ceaa95ff340003,261;347;455;559;765
tile:xla:fb949dc9d38f1b0d84581bb5112c5275,134;80;58;70;66
tile:xla:3054e2e8c42344027b5027b5dd6ee4cc,94;70;164;176;157
tile:xla:d694a9546041911e7011bdf984dee3e8,105;26;267;93;7
tile:xla:e9c880dbd01a67cc44ffb249bdf056a6,7503;5826;1990;2518;252
tile:xla:e4e564e496dd16ca0403a399f061d789,33;26;0;5;11
tile:xla:0f4f897211283a93ca279575ac231d5a,3209;2722;741;3811;1672
tile:xla:803315aa27503621c169691edc15f3bd,18;51;16;34;11
tile:xla:477d751f4b3b5aa1c0b3d18a57b10347,455;1246;593;571;356
tile:xla:4f222cd58108493ac2db9cc0fdd3bc62,77;63;126;80;129
tile:xla:bcfc1356eb457cba02bda1a29684fbf3,7;3;5;1;4
tile:xla:29e065cb06be8f1523cd6301fbb6dc32,117;130;135;149;260
tile:xla:7ca269cda140e3704fbbf60cdd029779,6;105;98;47;126
tile:xla:d71d8c64fcf607c8350ec20199cd42a3,3139;47;1649;953;2415
tile:xla:ca1ebd1f9c32e17f643bc1969b64150f,575;49;610;208;752
tile:xla:02df75f5a82412dcfd3989a5a12ee279,397;215;254;273;434
tile:xla:ede59ec3e9623ae136bd398f2ff60873,3363;1737;338;774;1239
tile:xla:51e65607ac91748562d4c1498e72d5ef,6790;3007;7191;699;229
tile:xla:6ade7005f43477b524f408869c7a23be,586;233;778;252;746
tile:xla:e36cacfb34bf1cce56654c8ee9b26d21,397;628;494;428;455
tile:xla:2d09e3ab92e184c561abaf8d9efe7b87,170;147;210;24;89
tile:xla:dd532db07b77799c73fb16492296cd11,64;255;478;519;767
tile:xla:55cebbadd2b1e32f6c06779449bd5f9e,3649;323;1728;2580;2697
tile:xla:cdd94c01b4dbb987f4ba6d670bd3c821,996;901;262;727;312
tile:xla:77aa6b91b187e45382c23a019a0e4edf,630;3243;2407;1628;3354
tile:xla:7976a71aa88a7a5632c5ba63615732a7,7;206;21;93;133
tile:xla:cf687a3e89fbed2e50f862089481d322,0;1;0;0;0
tile:xla:ffbfd532de0a28c79f4740753fd78006,71;122;40;150;24
tile:xla:4d5b434090ed1b3ff552d02c62b1a96c,60;541;416;133;856
tile:xla:14faba54480440b977ab29f97770ad28,42;9;16;22;0
tile:xla:4cab633972ffc909f7f0a9cefc36acae,37;822;1151;938;863
tile:xla:9faa8485d155ec0565f779f0e3df95c2,28;50;98;114;120
tile:xla:f78dcc4d307c8cf3ec70bd638e3e7080,8;13;0;25;14
tile:xla:b66dc61854e690e7904616ef0e85d383,179;351;743;11;64
tile:xla:379cc1bdac69ab3483cdc891938f65ec,6;9;7;1;5
tile:xla:89f5c24cf4c3c6d65ffff9c207adc20d,261;564;1699;56;202
tile:xla:ac2bdcac6082ed41c1a5ece30358de2c,433;232;271;383;294
tile:xla:a68d1cd7d56443303a1038aeb0d842b2,67;40;65;103;43
tile:xla:ed01d84d08ec1bb875d17790eadb3d41,3243;2660;357;1294;7298
tile:xla:64c8d7af6be1888595f9dbf55e612f04,1;2;4;6;10
tile:xla:0ed6f75b75ba97c4a9dee913e3690f2a,1937;765;2340;3857;4118
tile:xla:a38c32da3dc28def07be07e7a66c9d4f,1162;290;976;1444;906
tile:xla:942b89596c2757054f782393dbb56518,19;49;3;47;6
tile:xla:11569b31e163289279988ae47bf50177,11;4;3;5;2
tile:xla:2d260c22c3ff1d067341be8172c6c3c6,996;284;276;327;536
tile:xla:245b60fd8dd9bff1dc33eaa9cb7014b9,179;68;97;101;70
tile:xla:158d794a0870c5166bf7900622032d95,164;886;264;1513;1014
tile:xla:ef01e84c1e6b45721e76607762d89e35,4;34;18;38;0
tile:xla:f4878c5c3cdb023f7209753b87c976e0,117;756;1087;1107;1028
tile:xla:9e70856e418eebb3e94aeff0804e911e,74;84;13;20;79
tile:xla:e747a8cea136feb3af97b9c14cb91ade,73;26;63;70;113
tile:xla:20977d06119e3681836217845e87bdbc,9;65;76;85;112
tile:xla:b4303546f0cfa498ba93029bd9b235b9,29;10;16;24;30
tile:xla:f6b3d1d3f219706a5aa8beec2226029e,158;85;210;119;203
tile:xla:10e126d03e8451966ec3082875cdce02,114;23;102;90;69
tile:xla:c69e8677470ed90393dd00cb5a409863,7;2;4;0;6
tile:xla:390fc89ad36bc81be52da85d29d2f84d,61;56;135;12;119
tile:xla:6e0358199489ac4133c75c661376660c,28;1;3;4;5
tile:xla:565d336fa1d2611f2930d883b29799b6,7;14;23;25;27
tile:xla:0913ee063d72cf059912035e08a86862,528;315;362;195;701
tile:xla:09df213cc5f3be5e3922190736afae9b,1504;1927;4151;735;1329
tile:xla:533486e6fecebb7df906d153b9355df7,123;492;372;552;570
tile:xla:c3888e2e4e233a220b5826748e9f2779,122;278;326;100;252
tile:xla:009040dea1165803d6af5279ee67e941,46;61;18;58;16
tile:xla:74d72cc0bdeeb5ca10c963120733b6af,748;164;144;558;515
tile:xla:81397caff421b20a6fc1ed117911d78d,1791;94;1694;642;580
